response	trial_index	task	participantID	age	gender	language	amE	comments	expression	cc	context
0.28	7	practice	357	48	female	English	AmE	"""":""""""""}	practice	noCC	other
0.29	10	target	357	48	female	English	AmE	"""":""""""""}	confess	Charley speaks Spanish	factL
0	11	target	357	48	female	English	AmE	"""":""""""""}	admit	Julian dances salsa	explicitIgnorance
1	12	target	357	48	female	English	AmE	"""":""""""""}	think	Jon walks to work	explicitIgnorance
0.01	13	target	357	48	female	English	AmE	"""":""""""""}	see	Josh learned to ride a bike yesterday	explicitIgnorance
1	14	target	357	48	female	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0	15	target	357	48	female	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0	16	target	357	48	female	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0	17	target	357	48	female	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
1	18	target	357	48	female	English	AmE	"""":""""""""}	know	Isabella ate a steak on Sunday	factL
0.15	19	target	357	48	female	English	AmE	"""":""""""""}	reveal	Jayden rented a car	explicitIgnorance
0	20	target	357	48	female	English	AmE	"""":""""""""}	inform	Mia drank 2 cocktails last night	explicitIgnorance
1	21	target	357	48	female	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.14	22	target	357	48	female	English	AmE	"""":""""""""}	establish	Emma studied on Saturday morning	explicitIgnorance
0.89	23	target	357	48	female	English	AmE	"""":""""""""}	be right	Tony had a drink last night	explicitIgnorance
0.77	24	target	357	48	female	English	AmE	"""":""""""""}	announce	Frank got a cat	explicitIgnorance
1	25	target	357	48	female	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.85	26	target	357	48	female	English	AmE	"""":""""""""}	confirm	Mary is pregnant	factH
0	27	target	357	48	female	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0	28	target	357	48	female	English	AmE	"""":""""""""}	acknowledge	Zoe calculated the tip	explicitIgnorance
0.19	29	target	357	48	female	English	AmE	"""":""""""""}	say	Sophia got a tattoo	factL
0.8	30	target	357	48	female	English	AmE	"""":""""""""}	demonstrate	Josie went on vacation to France	explicitIgnorance
0	31	target	357	48	female	English	AmE	"""":""""""""}	pretend	Grace visited her sister	explicitIgnorance
0	32	target	357	48	female	English	AmE	"""":""""""""}	discover	Jackson ran 10 miles	explicitIgnorance
0	33	target	357	48	female	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0	34	target	357	48	female	English	AmE	"""":""""""""}	prove	Olivia sleeps until noon	factL
0	35	target	357	48	female	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.83	36	target	357	48	female	English	AmE	"""":""""""""}	be annoyed	Emily bought a car yesterday	factH
0.93	37	target	357	48	female	English	AmE	"""":""""""""}	suggest	Owen shoveled snow last winter	factH
0.25	38	target	357	48	female	English	AmE	"""":""""""""}	hear	Danny ate the last cupcake	factH
0	39	target	357	48	female	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.92	1	practice	117	37	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	117	37	male	English	AmE	"""":""""""""}	practice	noCC	other
0.7	5	practice	117	37	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	117	37	male	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	117	37	male	English	AmE	"""":""""""""}	stop	noCC	explicitIgnorance
0.36	11	target	117	37	male	English	AmE	"""":""""""""}	inform	Jackson ran 10 miles	explicitIgnorance
0.67	12	target	117	37	male	English	AmE	"""":""""""""}	suggest	Grace visited her sister	factH
0.08	13	target	117	37	male	English	AmE	"""":""""""""}	be annoyed	Zoe calculated the tip	explicitIgnorance
0.77	14	target	117	37	male	English	AmE	"""":""""""""}	establish	Owen shoveled snow last winter	factH
0.38	15	target	117	37	male	English	AmE	"""":""""""""}	be right	Mia drank 2 cocktails last night	explicitIgnorance
0.58	16	target	117	37	male	English	AmE	"""":""""""""}	discover	Sophia got a tattoo	factL
0.63	17	target	117	37	male	English	AmE	"""":""""""""}	pretend	Emily bought a car yesterday	explicitIgnorance
0.62	18	target	117	37	male	English	AmE	"""":""""""""}	controlGood1	noCC	explicitIgnorance
0.6	19	target	117	37	male	English	AmE	"""":""""""""}	announce	Isabella ate a steak on Sunday	explicitIgnorance
0.07	20	target	117	37	male	English	AmE	"""":""""""""}	continue	noCC	explicitIgnorance
0.82	21	target	117	37	male	English	AmE	"""":""""""""}	hear	Olivia sleeps until noon	factH
0	22	target	117	37	male	English	AmE	"""":""""""""}	know	Mary is pregnant	explicitIgnorance
0.33	23	target	117	37	male	English	AmE	"""":""""""""}	cleft	noCC	explicitIgnorance
0.45	24	target	117	37	male	English	AmE	"""":""""""""}	controlGood2	noCC	explicitIgnorance
0.45	25	target	117	37	male	English	AmE	"""":""""""""}	confirm	Josie went on vacation to France	explicitIgnorance
0.9	26	target	117	37	male	English	AmE	"""":""""""""}	prove	Danny ate the last cupcake	factH
0.9	27	target	117	37	male	English	AmE	"""":""""""""}	say	Jon walks to work	factL
0	28	target	117	37	male	English	AmE	"""":""""""""}	see	Frank got a cat	explicitIgnorance
0	29	target	117	37	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
0.56	30	target	117	37	male	English	AmE	"""":""""""""}	demonstrate	Julian dances salsa	explicitIgnorance
0	31	target	117	37	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.56	32	target	117	37	male	English	AmE	"""":""""""""}	reveal	Tony had a drink last night	factL
0.56	33	target	117	37	male	English	AmE	"""":""""""""}	confess	Jayden rented a car	explicitIgnorance
0	34	target	117	37	male	English	AmE	"""":""""""""}	again	noCC	explicitIgnorance
0.59	35	target	117	37	male	English	AmE	"""":""""""""}	admit	Josh learned to ride a bike yesterday	explicitIgnorance
0.56	36	target	117	37	male	English	AmE	"""":""""""""}	acknowledge	Emma studied on Saturday morning	explicitIgnorance
0.86	37	target	117	37	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.99	38	target	117	37	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.95	39	target	117	37	male	English	AmE	"""":""""""""}	think	Charley speaks Spanish	factL
1	1	practice	368	57	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	3	practice	368	57	male	English	AmE	"""":""""none""""}	practice	noCC	other
1	5	practice	368	57	male	English	AmE	"""":""""none""""}	practice	noCC	other
0	7	practice	368	57	male	English	AmE	"""":""""none""""}	practice	noCC	other
1	10	target	368	57	male	English	AmE	"""":""""none""""}	controlGood2	noCC	explicitIgnorance
1	11	target	368	57	male	English	AmE	"""":""""none""""}	announce	Mary is pregnant	explicitIgnorance
1	12	target	368	57	male	English	AmE	"""":""""none""""}	controlGood4	noCC	other
0	13	target	368	57	male	English	AmE	"""":""""none""""}	controlGood3	noCC	other
1	14	target	368	57	male	English	AmE	"""":""""none""""}	confirm	Frank got a cat	explicitIgnorance
1	15	target	368	57	male	English	AmE	"""":""""none""""}	confess	Josh learned to ride a bike yesterday	explicitIgnorance
1	16	target	368	57	male	English	AmE	"""":""""none""""}	see	Julian dances salsa	explicitIgnorance
0.02	17	target	368	57	male	English	AmE	"""":""""none""""}	prove	Olivia sleeps until noon	factL
1	18	target	368	57	male	English	AmE	"""":""""none""""}	also	noCC	explicitIgnorance
0	19	target	368	57	male	English	AmE	"""":""""none""""}	continue	noCC	explicitIgnorance
0	20	target	368	57	male	English	AmE	"""":""""none""""}	cleft	noCC	explicitIgnorance
1	21	target	368	57	male	English	AmE	"""":""""none""""}	reveal	Jon walks to work	factH
1	22	target	368	57	male	English	AmE	"""":""""none""""}	hear	Sophia got a tattoo	factH
0	23	target	368	57	male	English	AmE	"""":""""none""""}	know	Jayden rented a car	factL
1	24	target	368	57	male	English	AmE	"""":""""none""""}	be right	Charley speaks Spanish	factL
1	25	target	368	57	male	English	AmE	"""":""""none""""}	say	Jackson ran 10 miles	factH
1	26	target	368	57	male	English	AmE	"""":""""none""""}	controlGood1	noCC	explicitIgnorance
1	27	target	368	57	male	English	AmE	"""":""""none""""}	demonstrate	Isabella ate a steak on Sunday	explicitIgnorance
1	28	target	368	57	male	English	AmE	"""":""""none""""}	suggest	Mia drank 2 cocktails last night	explicitIgnorance
1	29	target	368	57	male	English	AmE	"""":""""none""""}	establish	Danny ate the last cupcake	explicitIgnorance
0	30	target	368	57	male	English	AmE	"""":""""none""""}	stop	noCC	explicitIgnorance
0	31	target	368	57	male	English	AmE	"""":""""none""""}	discover	Tony had a drink last night	factL
0	32	target	368	57	male	English	AmE	"""":""""none""""}	be annoyed	Emma studied on Saturday morning	explicitIgnorance
1	33	target	368	57	male	English	AmE	"""":""""none""""}	acknowledge	Zoe calculated the tip	factH
0	34	target	368	57	male	English	AmE	"""":""""none""""}	pretend	Josie went on vacation to France	explicitIgnorance
0	35	target	368	57	male	English	AmE	"""":""""none""""}	again	noCC	explicitIgnorance
1	36	target	368	57	male	English	AmE	"""":""""none""""}	think	Emily bought a car yesterday	explicitIgnorance
0	37	target	368	57	male	English	AmE	"""":""""none""""}	too	noCC	explicitIgnorance
1	38	target	368	57	male	English	AmE	"""":""""none""""}	admit	Grace visited her sister	explicitIgnorance
1	39	target	368	57	male	English	AmE	"""":""""none""""}	inform	Owen shoveled snow last winter	explicitIgnorance
1	1	practice	292	48	male	English	AmE	"""":""""n/a""""}	practice	noCC	other
0	3	practice	292	48	male	English	AmE	"""":""""n/a""""}	practice	noCC	other
1	5	practice	292	48	male	English	AmE	"""":""""n/a""""}	practice	noCC	other
0	7	practice	292	48	male	English	AmE	"""":""""n/a""""}	practice	noCC	other
0.59	10	target	292	48	male	English	AmE	"""":""""n/a""""}	cleft	noCC	explicitIgnorance
0.75	11	target	292	48	male	English	AmE	"""":""""n/a""""}	think	Sophia got a tattoo	explicitIgnorance
0.63	12	target	292	48	male	English	AmE	"""":""""n/a""""}	demonstrate	Mary is pregnant	explicitIgnorance
0.18	13	target	292	48	male	English	AmE	"""":""""n/a""""}	pretend	Mia drank 2 cocktails last night	factL
0.68	14	target	292	48	male	English	AmE	"""":""""n/a""""}	confess	Julian dances salsa	explicitIgnorance
0.77	15	target	292	48	male	English	AmE	"""":""""n/a""""}	be right	Olivia sleeps until noon	factH
0.82	16	target	292	48	male	English	AmE	"""":""""n/a""""}	see	Isabella ate a steak on Sunday	explicitIgnorance
0.85	17	target	292	48	male	English	AmE	"""":""""n/a""""}	confirm	Jayden rented a car	explicitIgnorance
0.42	18	target	292	48	male	English	AmE	"""":""""n/a""""}	stop	noCC	explicitIgnorance
0.5	19	target	292	48	male	English	AmE	"""":""""n/a""""}	admit	Jackson ran 10 miles	factH
0.33	20	target	292	48	male	English	AmE	"""":""""n/a""""}	discover	Emily bought a car yesterday	factL
0.52	21	target	292	48	male	English	AmE	"""":""""n/a""""}	inform	Danny ate the last cupcake	factL
0.75	22	target	292	48	male	English	AmE	"""":""""n/a""""}	acknowledge	Jon walks to work	explicitIgnorance
0.73	23	target	292	48	male	English	AmE	"""":""""n/a""""}	hear	Frank got a cat	explicitIgnorance
0	24	target	292	48	male	English	AmE	"""":""""n/a""""}	again	noCC	explicitIgnorance
0.48	25	target	292	48	male	English	AmE	"""":""""n/a""""}	announce	Josie went on vacation to France	factH
0.5	26	target	292	48	male	English	AmE	"""":""""n/a""""}	prove	Grace visited her sister	factH
0.83	27	target	292	48	male	English	AmE	"""":""""n/a""""}	controlGood1	noCC	explicitIgnorance
0.39	28	target	292	48	male	English	AmE	"""":""""n/a""""}	know	Emma studied on Saturday morning	factL
0.53	29	target	292	48	male	English	AmE	"""":""""n/a""""}	controlGood4	noCC	other
0.88	30	target	292	48	male	English	AmE	"""":""""n/a""""}	say	Owen shoveled snow last winter	explicitIgnorance
0.19	31	target	292	48	male	English	AmE	"""":""""n/a""""}	controlGood3	noCC	other
0.72	32	target	292	48	male	English	AmE	"""":""""n/a""""}	reveal	Josh learned to ride a bike yesterday	explicitIgnorance
0.83	33	target	292	48	male	English	AmE	"""":""""n/a""""}	controlGood2	noCC	explicitIgnorance
0.68	34	target	292	48	male	English	AmE	"""":""""n/a""""}	establish	Tony had a drink last night	explicitIgnorance
0.79	35	target	292	48	male	English	AmE	"""":""""n/a""""}	suggest	Charley speaks Spanish	explicitIgnorance
0.04	36	target	292	48	male	English	AmE	"""":""""n/a""""}	be annoyed	Zoe calculated the tip	explicitIgnorance
0	37	target	292	48	male	English	AmE	"""":""""n/a""""}	also	noCC	explicitIgnorance
0.45	38	target	292	48	male	English	AmE	"""":""""n/a""""}	continue	noCC	explicitIgnorance
0	39	target	292	48	male	English	AmE	"""":""""n/a""""}	too	noCC	explicitIgnorance
0.96	1	practice	356	49	female	English	AmE	"""":""""None""""}	practice	noCC	other
0.05	3	practice	356	49	female	English	AmE	"""":""""None""""}	practice	noCC	other
0.97	5	practice	356	49	female	English	AmE	"""":""""None""""}	practice	noCC	other
0.78	7	practice	356	49	female	English	AmE	"""":""""None""""}	practice	noCC	other
0.17	9	practice	356	49	female	English	AmE	"""":""""None""""}	practice	noCC	other
0.83	12	target	356	49	female	English	AmE	"""":""""None""""}	acknowledge	Mia drank 2 cocktails last night	explicitIgnorance
1	13	target	356	49	female	English	AmE	"""":""""None""""}	controlGood1	noCC	explicitIgnorance
0.23	14	target	356	49	female	English	AmE	"""":""""None""""}	again	noCC	explicitIgnorance
1	15	target	356	49	female	English	AmE	"""":""""None""""}	prove	Danny ate the last cupcake	explicitIgnorance
0.06	16	target	356	49	female	English	AmE	"""":""""None""""}	pretend	Julian dances salsa	factH
0.2	17	target	356	49	female	English	AmE	"""":""""None""""}	confess	Josh learned to ride a bike yesterday	explicitIgnorance
0.82	18	target	356	49	female	English	AmE	"""":""""None""""}	controlGood3	noCC	other
0.95	19	target	356	49	female	English	AmE	"""":""""None""""}	cleft	noCC	explicitIgnorance
1	20	target	356	49	female	English	AmE	"""":""""None""""}	controlGood4	noCC	other
0.89	21	target	356	49	female	English	AmE	"""":""""None""""}	think	Jayden rented a car	factL
1	22	target	356	49	female	English	AmE	"""":""""None""""}	suggest	Mary is pregnant	explicitIgnorance
0	23	target	356	49	female	English	AmE	"""":""""None""""}	establish	Jackson ran 10 miles	factL
0.76	24	target	356	49	female	English	AmE	"""":""""None""""}	inform	Owen shoveled snow last winter	explicitIgnorance
0.08	25	target	356	49	female	English	AmE	"""":""""None""""}	also	noCC	explicitIgnorance
0.94	26	target	356	49	female	English	AmE	"""":""""None""""}	be annoyed	Zoe calculated the tip	explicitIgnorance
0.84	27	target	356	49	female	English	AmE	"""":""""None""""}	hear	Grace visited her sister	factL
1	28	target	356	49	female	English	AmE	"""":""""None""""}	controlGood2	noCC	explicitIgnorance
0.94	29	target	356	49	female	English	AmE	"""":""""None""""}	be right	Emma studied on Saturday morning	factH
0.75	30	target	356	49	female	English	AmE	"""":""""None""""}	demonstrate	Jon walks to work	explicitIgnorance
0.59	31	target	356	49	female	English	AmE	"""":""""None""""}	continue	noCC	explicitIgnorance
1	32	target	356	49	female	English	AmE	"""":""""None""""}	confirm	Frank got a cat	factL
0.65	33	target	356	49	female	English	AmE	"""":""""None""""}	discover	Isabella ate a steak on Sunday	explicitIgnorance
0.78	34	target	356	49	female	English	AmE	"""":""""None""""}	admit	Emily bought a car yesterday	explicitIgnorance
0.71	35	target	356	49	female	English	AmE	"""":""""None""""}	stop	noCC	explicitIgnorance
1	36	target	356	49	female	English	AmE	"""":""""None""""}	say	Sophia got a tattoo	explicitIgnorance
0.89	37	target	356	49	female	English	AmE	"""":""""None""""}	know	Tony had a drink last night	explicitIgnorance
0.76	38	target	356	49	female	English	AmE	"""":""""None""""}	too	noCC	explicitIgnorance
0	39	target	356	49	female	English	AmE	"""":""""None""""}	reveal	Olivia sleeps until noon	factH
1	40	target	356	49	female	English	AmE	"""":""""None""""}	announce	Josie went on vacation to France	explicitIgnorance
0.26	41	target	356	49	female	English	AmE	"""":""""None""""}	see	Charley speaks Spanish	factH
0.9	1	practice	188	49	male	English	AmE	"""":""""""""}	practice	noCC	other
0	3	practice	188	49	male	English	AmE	"""":""""""""}	practice	noCC	other
0.69	5	practice	188	49	male	English	AmE	"""":""""""""}	practice	noCC	other
0	7	practice	188	49	male	English	AmE	"""":""""""""}	practice	noCC	other
0	10	target	188	49	male	English	AmE	"""":""""""""}	establish	Mary is pregnant	factH
0	11	target	188	49	male	English	AmE	"""":""""""""}	also	noCC	explicitIgnorance
0.23	12	target	188	49	male	English	AmE	"""":""""""""}	acknowledge	Grace visited her sister	factL
0	13	target	188	49	male	English	AmE	"""":""""""""}	too	noCC	explicitIgnorance
1	14	target	188	49	male	English	AmE	"""":""""""""}	know	Zoe calculated the tip	factH
0	15	target	188	49	male	English	AmE	"""":""""""""}	hear	Emily bought a car yesterday	factL
1	16	target	188	49	male	English	AmE	"""":""""""""}	say	Sophia got a tattoo	explicitIgnorance
0.49	17	target	188	49	male	English	AmE	"""":""""""""}	confess	Jackson ran 10 miles	explicitIgnorance
1	18	target	188	49	male	English	AmE	"""":""""""""}	controlGood3	noCC	other
0.83	19	target	188	49	male	English	AmE	"""":""""""""}	controlGood4	noCC	other
0.92	20	target	188	49	male	English	AmE	"""":""""""""}	reveal	Tony had a drink last night	explicitIgnorance
